hr,weather,temperature,relative-humidity,windspeed,year,month,dayofweek,log_total_users
21,cloudy,103.9,79.0,0.0,2011,August,Thursday,7.530479995245536
17,clear,115.8,26.0,17.0,2012,June,Saturday,8.631057447565285
13,clear,95.5,40.0,22.0,2011,May,Friday,7.9599745280805365
17,clear,115.8,24.0,26.0,2012,June,Wednesday,9.23815007261545
19,clear,110.7,62.0,11.0,2012,July,Tuesday,8.930626469173578
21,cloudy,65.0,87.0,9.0,2011,February,Tuesday,6.726233402358747
19,clear,83.6,44.0,11.0,2012,October,Saturday,8.263332667439967
13,clear,102.2,44.0,6.0,2011,October,Sunday,8.313607139317558
6,cloudy,56.6,54.0,19.0,2011,February,Thursday,5.823045895483019
20,clear,109.0,56.00000000000001,9.0,2011,June,Tuesday,8.349011198176003
1,clear,68.4,60.0,19.0,2011,December,Thursday,4.836281906951478
13,cloudy,102.2,47.0,22.0,2011,September,Friday,8.015987811027237
3,cloudy,105.6,54.0,7.0,2012,July,Saturday,6.135564891081739
16,clear,81.9,38.0,24.0,2012,January,Tuesday,8.016977746762262
6,clear,70.1,87.0,6.0,2012,November,Wednesday,7.173958319756794
19,cloudy,102.2,50.0,28.0,2012,May,Sunday,8.234564993267135
12,clear,112.4,35.0,9.0,2012,July,Thursday,8.122371243406553
10,clear,80.2,69.0,7.0,2012,November,Sunday,8.404696160189092
19,clear,63.3,69.0,6.0,2011,January,Thursday,6.9167150203536085
5,clear,58.2,74.0,15.0,2011,January,Tuesday,4.804021044733257
7,clear,107.3,66.0,19.0,2011,July,Tuesday,8.282230063296685
1,clear,87.0,82.0,17.0,2012,March,Monday,5.529429087511423
18,clear,71.8,22.0,9.0,2011,February,Tuesday,7.890956716138919
7,cloudy,100.5,89.0,6.0,2012,August,Friday,8.583729715216482
8,clear,73.5,93.0,7.0,2011,November,Tuesday,8.698180525197055
6,clear,56.6,50.0,7.0,2011,February,Wednesday,6.1463292576688975
16,clear,98.9,25.0,22.0,2012,May,Friday,8.709134991587183
15,clear,97.2,38.0,17.0,2011,May,Saturday,8.300031711779575
16,clear,88.7,31.0,26.0,2011,March,Saturday,7.97349996402463
6,clear,81.9,94.0,0.0,2011,October,Saturday,5.517452896464707
11,clear,70.1,41.0,24.0,2012,December,Saturday,7.5443321080536885
20,cloudy,85.3,100.0,15.0,2011,November,Tuesday,7.388327859577107
16,cloudy,97.2,60.0,11.0,2011,September,Monday,8.034306936339489
8,clear,102.2,69.0,13.0,2012,June,Monday,8.934455109403913
20,clear,76.9,66.0,9.0,2012,November,Friday,8.069029328774958
10,clear,68.4,65.0,13.0,2012,January,Friday,7.260522598089852
9,clear,65.0,47.0,26.0,2012,January,Friday,8.101071503119543
19,clear,102.2,89.0,11.0,2011,September,Friday,8.376320632534823
7,clear,73.5,76.0,9.0,2011,March,Thursday,7.4645098346365275
14,cloudy,85.3,63.0,0.0,2011,December,Thursday,7.56734567601324
0,clear,98.9,50.0,7.0,2011,April,Tuesday,5.424950017481403
22,clear,100.5,47.0,9.0,2012,October,Thursday,7.952263308657046
15,light snow/rain,83.6,94.0,15.0,2011,November,Monday,7.1846291527173145
5,cloudy,88.7,88.0,9.0,2012,March,Wednesday,6.169610732491456
18,cloudy,98.9,69.0,11.0,2012,June,Monday,8.994668835500674
17,clear,92.1,56.00000000000001,13.0,2011,November,Sunday,7.797291273547472
11,clear,120.8,32.0,11.0,2011,August,Monday,7.119635638017636
1,clear,85.3,72.0,7.0,2012,September,Thursday,5.37989735354046
18,clear,114.1,55.00000000000001,13.0,2011,August,Tuesday,8.85666093701725
23,light snow/rain,59.9,93.0,6.0,2011,January,Tuesday,5.5093883366279774
7,cloudy,80.2,94.0,22.0,2012,March,Sunday,6.037870919922137
4,clear,83.6,88.0,15.0,2012,October,Thursday,4.07753744390572
13,clear,93.8,26.0,15.0,2012,April,Wednesday,7.9215356321335495
3,clear,83.6,77.0,9.0,2011,May,Monday,5.043425116919247
17,clear,110.7,45.0,15.0,2011,July,Saturday,8.469262657658687
16,clear,114.1,55.00000000000001,17.0,2012,August,Monday,8.57810012631976
1,clear,68.4,44.0,30.0,2012,December,Saturday,6.100318952020064
13,clear,98.9,29.0,11.0,2012,October,Monday,8.18004072349016
9,cloudy,81.9,57.99999999999999,9.0,2011,October,Friday,7.895808377083183
14,clear,107.3,42.0,6.0,2012,May,Wednesday,8.06054004653864
0,cloudy,76.9,76.0,17.0,2012,April,Sunday,6.721425700790643
7,cloudy,68.4,70.0,9.0,2012,December,Saturday,5.43372200355424
20,clear,103.9,44.0,11.0,2012,May,Thursday,8.648396877031582
7,cloudy,98.9,78.0,13.0,2011,September,Thursday,8.365206834418355
14,cloudy,80.2,87.0,6.0,2012,December,Monday,7.7306140660637395
5,clear,105.6,84.0,0.0,2012,July,Friday,6.133398042996649
23,clear,65.0,44.0,17.0,2011,December,Wednesday,6.1903154058531475
16,light snow/rain,66.7,87.0,15.0,2012,December,Monday,5.973809611869261
15,clear,93.8,78.0,11.0,2011,May,Thursday,7.633853559681768
0,cloudy,68.4,41.0,11.0,2011,March,Sunday,5.916202062607435
23,clear,92.1,73.0,7.0,2012,October,Tuesday,7.234177179749849
17,light snow/rain,76.9,87.0,11.0,2011,October,Sunday,7.588829878307813
23,cloudy,65.0,44.0,6.0,2011,February,Tuesday,5.560681631015528
20,clear,100.5,89.0,11.0,2012,August,Sunday,7.8252452914317745
17,clear,80.2,40.0,13.0,2011,November,Saturday,7.881182202227102
13,clear,105.6,57.99999999999999,19.0,2011,April,Sunday,8.41316512099219
12,clear,100.5,44.0,19.0,2012,April,Sunday,8.794824928014517
22,clear,85.3,72.0,26.0,2012,January,Tuesday,7.035268599281097
0,clear,92.1,49.0,9.0,2012,March,Thursday,6.53813982376767
8,clear,103.9,65.0,9.0,2012,August,Friday,9.039196115772354
20,cloudy,73.5,66.0,19.0,2012,December,Tuesday,6.104793232414985
6,cloudy,90.4,88.0,13.0,2012,October,Thursday,7.696212639346407
9,clear,110.7,66.0,11.0,2012,August,Thursday,8.35936910622267
20,clear,80.2,66.0,9.0,2011,November,Wednesday,7.754481547470383
16,clear,100.5,44.0,11.0,2012,September,Sunday,8.792245847467877
19,clear,78.5,57.99999999999999,26.0,2011,November,Wednesday,7.349230824613334
21,clear,87.0,67.0,9.0,2011,May,Friday,7.519149957669823
21,clear,68.4,56.00000000000001,11.0,2011,December,Saturday,5.438079308923196
10,cloudy,90.4,55.00000000000001,7.0,2011,April,Monday,7.062191632286556
12,clear,110.7,57.99999999999999,15.0,2012,August,Saturday,8.668711839055147
18,clear,93.8,40.0,31.0,2012,March,Wednesday,8.834336974017637
1,cloudy,100.5,89.0,7.0,2011,July,Saturday,6.489204931325317
19,light snow/rain,90.4,83.0,6.0,2012,October,Monday,8.019941687677365
22,clear,93.8,68.0,9.0,2012,May,Saturday,8.066521490469993
2,clear,97.2,69.0,13.0,2011,August,Monday,4.7535901911063645
0,cloudy,66.7,70.0,11.0,2011,February,Saturday,6.1903154058531475
13,clear,119.2,47.0,17.0,2011,July,Thursday,7.505492274737424
9,clear,114.1,55.00000000000001,9.0,2011,May,Tuesday,7.670428522190693
12,cloudy,110.7,57.99999999999999,7.0,2012,July,Monday,8.055157731819678
4,clear,97.2,88.0,7.0,2011,May,Tuesday,3.871201010907891
12,cloudy,102.2,89.0,11.0,2011,August,Saturday,8.393894975071744
15,clear,80.2,46.0,31.0,2011,April,Tuesday,6.742880635791903
23,clear,85.3,23.0,15.0,2012,April,Saturday,7.20414929203594
9,cloudy,76.9,76.0,13.0,2011,April,Friday,7.744569809354496
7,clear,98.9,78.0,7.0,2011,June,Monday,8.238008249218403
11,cloudy,103.9,61.0,20.0,2011,June,Thursday,7.469654172932128
1,cloudy,97.2,100.0,13.0,2011,September,Thursday,5.648974238161206
19,clear,109.0,40.0,15.0,2011,June,Friday,8.400434630806041
17,clear,71.8,45.0,0.0,2011,January,Tuesday,7.9391588179567965
18,cloudy,90.4,72.0,15.0,2011,September,Saturday,8.219056661060598
12,clear,80.2,43.0,13.0,2011,March,Wednesday,6.846943139585379
0,clear,78.5,62.0,7.0,2011,March,Sunday,6.173786103901937
2,clear,102.2,65.0,15.0,2011,August,Thursday,4.174387269895637
5,light snow/rain,65.0,93.0,7.0,2011,February,Wednesday,3.7612001156935624
3,cloudy,105.6,84.0,9.0,2011,August,Sunday,5.8998973535824915
8,clear,110.7,52.0,13.0,2012,July,Monday,8.890685920281129
2,clear,103.9,83.0,17.0,2012,August,Tuesday,5.220355825078324
10,cloudy,114.1,52.0,13.0,2012,August,Friday,7.918264686095274
1,clear,107.3,84.0,13.0,2012,August,Saturday,7.27931883541462
21,clear,105.6,79.0,7.0,2011,July,Wednesday,7.978310969867722
11,clear,105.6,54.0,0.0,2012,August,Tuesday,7.994632311431825
2,clear,100.5,89.0,0.0,2012,October,Thursday,5.049856007249537
2,clear,81.9,50.0,9.0,2012,October,Thursday,4.77912349311153
21,clear,92.1,77.0,19.0,2011,May,Thursday,7.842278779117352
16,cloudy,75.2,61.0,11.0,2012,February,Saturday,7.463363045520021
22,clear,110.7,70.0,17.0,2011,July,Thursday,7.653969180478774
4,light snow/rain,95.5,88.0,19.0,2012,July,Saturday,4.976733742420574
9,light snow/rain,70.1,87.0,24.0,2011,October,Saturday,5.529429087511423
16,light snow/rain,93.8,94.0,11.0,2011,October,Wednesday,7.817222785508166
7,cloudy,65.0,55.00000000000001,22.0,2012,February,Monday,6.335054251498059
14,clear,80.2,50.0,30.0,2011,March,Saturday,7.462789157412448
8,clear,90.4,55.00000000000001,15.0,2011,May,Monday,8.460411177317253
6,clear,58.2,33.0,20.0,2011,March,Thursday,6.118097198041348
7,clear,95.5,83.0,6.0,2011,September,Tuesday,8.437933510430605
20,clear,71.8,52.0,19.0,2012,December,Wednesday,8.11162807830774
17,cloudy,93.8,64.0,13.0,2011,September,Sunday,8.202208436436448
10,cloudy,90.4,83.0,0.0,2011,November,Monday,7.383989457978509
22,clear,98.9,61.0,0.0,2011,August,Tuesday,7.458186157340487
1,clear,107.3,57.99999999999999,0.0,2012,July,Tuesday,5.049856007249537
0,clear,92.1,88.0,11.0,2011,May,Sunday,7.325148957955575
13,clear,114.1,27.0,22.0,2012,June,Wednesday,8.21878715560148
12,clear,75.2,46.0,0.0,2012,November,Wednesday,7.965198290612176
6,cloudy,68.4,70.0,17.0,2012,February,Sunday,4.04305126783455
8,cloudy,83.6,72.0,7.0,2012,April,Wednesday,9.072227069846548
7,clear,97.2,88.0,9.0,2011,September,Thursday,8.18646442942209
17,clear,117.5,53.0,13.0,2011,July,Thursday,8.666991556504632
5,clear,105.6,84.0,7.0,2012,June,Thursday,6.208590026096629
14,light snow/rain,80.2,54.0,0.0,2012,March,Friday,7.878155336503324
17,clear,70.1,30.0,0.0,2011,December,Sunday,7.620214770574455
2,clear,66.7,70.0,0.0,2011,December,Friday,4.927253685157205
3,clear,81.9,71.0,6.0,2012,September,Tuesday,3.871201010907891
6,clear,85.3,88.0,7.0,2012,June,Thursday,7.685243607975833
13,clear,114.1,31.0,15.0,2012,August,Thursday,8.136810863675537
13,cloudy,80.2,37.0,0.0,2012,April,Saturday,8.37516869138682
22,clear,81.9,35.0,13.0,2012,April,Thursday,7.581209826196346
8,cloudy,66.7,87.0,9.0,2012,December,Saturday,7.4999765409521215
21,clear,66.7,87.0,24.0,2011,October,Saturday,6.461468176353717
12,cloudy,107.3,70.0,13.0,2011,September,Monday,8.227375506834035
13,clear,112.4,40.0,0.0,2012,August,Sunday,8.697679732264463
15,clear,105.6,42.0,11.0,2011,August,Monday,7.8343923029104365
3,cloudy,90.4,63.0,17.0,2012,September,Wednesday,4.174387269895637
11,clear,103.9,36.0,0.0,2011,June,Wednesday,7.51479976048867
21,cloudy,70.1,93.0,11.0,2011,March,Thursday,6.606650186198215
15,cloudy,75.2,49.0,30.0,2011,November,Thursday,7.273786317844895
21,clear,66.7,65.0,13.0,2011,January,Tuesday,6.329720905522696
9,clear,80.2,71.0,9.0,2012,April,Sunday,7.644440761556566
18,clear,88.7,39.0,20.0,2012,March,Thursday,9.03025631012242
18,clear,92.1,26.0,9.0,2012,April,Friday,8.996775795442296
20,cloudy,81.9,82.0,19.0,2011,April,Tuesday,7.1569563646156364
1,clear,107.3,79.0,0.0,2011,July,Friday,5.966146739123692
10,clear,81.9,67.0,13.0,2012,February,Thursday,7.425953657077541
7,clear,88.7,77.0,11.0,2011,May,Friday,8.284504227258497
10,light snow/rain,59.9,93.0,17.0,2012,January,Saturday,6.3784261836515865
11,clear,78.5,43.0,13.0,2012,November,Saturday,8.520587424484253
6,clear,100.5,89.0,9.0,2012,July,Wednesday,7.741099090035366
20,clear,92.1,73.0,19.0,2012,June,Wednesday,8.506738733512378
7,clear,83.6,77.0,11.0,2012,October,Monday,8.732304571033183
22,clear,90.4,68.0,6.0,2011,May,Monday,7.233455418621439
11,clear,120.8,39.0,15.0,2012,July,Sunday,8.338066525518801
20,cloudy,95.5,60.0,24.0,2012,March,Thursday,8.27664912542186
23,clear,81.9,62.0,6.0,2012,April,Friday,7.7706452341291765
10,clear,58.2,59.0,0.0,2012,January,Thursday,7.201170883281678
12,cloudy,93.8,64.0,31.0,2011,April,Tuesday,7.040536390215956
8,clear,105.6,79.0,15.0,2011,August,Sunday,6.922643891475888
10,clear,58.2,69.0,13.0,2011,February,Friday,6.302618975744905
18,light snow/rain,83.6,100.0,0.0,2011,November,Tuesday,7.562681246721884
0,cloudy,93.8,83.0,9.0,2011,October,Wednesday,5.746203190540153
1,cloudy,68.4,65.0,20.0,2012,December,Wednesday,4.465908118654584
8,light snow/rain,76.9,93.0,9.0,2011,February,Friday,6.839476438228843
13,clear,87.0,33.0,22.0,2011,April,Thursday,7.589335823170617
10,clear,109.0,70.0,26.0,2012,September,Saturday,8.492900498847193
17,cloudy,112.4,52.0,17.0,2012,May,Saturday,8.432288684325794
2,clear,103.9,65.0,0.0,2012,August,Wednesday,4.605170185988092
14,light snow/rain,83.6,72.0,7.0,2012,April,Wednesday,6.419994928147142
5,clear,65.0,80.0,9.0,2012,February,Monday,5.356586274672012
20,cloudy,105.6,48.0,6.0,2011,June,Saturday,7.852050207265889
6,cloudy,97.2,83.0,17.0,2011,September,Thursday,7.363913501405819
20,clear,83.6,47.0,15.0,2012,March,Sunday,7.587817219993427
10,clear,107.3,42.0,13.0,2011,June,Thursday,7.313886831633462
22,clear,97.2,69.0,9.0,2011,May,Saturday,7.685703061234547
19,clear,75.2,53.0,6.0,2012,November,Saturday,8.011686729127847
2,cloudy,85.3,94.0,7.0,2011,November,Wednesday,4.727387818712341
17,clear,117.5,30.0,15.0,2011,July,Saturday,8.150467911624004
20,clear,98.9,35.0,7.0,2012,March,Wednesday,8.301273485191347
8,clear,100.5,89.0,0.0,2012,October,Thursday,9.151439264056021
2,cloudy,102.2,89.0,6.0,2012,July,Friday,5.393627546352362
2,clear,68.4,56.00000000000001,6.0,2011,January,Sunday,5.272999558563747
16,light snow/rain,103.9,83.0,30.0,2011,July,Friday,7.348587530927593
8,clear,83.6,77.0,13.0,2012,October,Sunday,7.3427791893318455
16,clear,102.2,69.0,13.0,2011,May,Tuesday,8.098034756176071
7,cloudy,102.2,89.0,0.0,2012,June,Wednesday,8.685584842676693
10,clear,92.1,88.0,13.0,2012,March,Tuesday,7.527793987721444
1,cloudy,71.8,81.0,7.0,2011,March,Saturday,5.69035945432406
17,clear,105.6,28.000000000000004,6.0,2012,March,Wednesday,9.140990293841389
6,cloudy,88.7,100.0,0.0,2011,April,Monday,6.71174039505618
21,clear,81.9,54.0,15.0,2012,March,Sunday,7.434847875211999
2,clear,92.1,77.0,0.0,2012,September,Thursday,4.74493212836325
9,clear,110.7,66.0,7.0,2012,August,Thursday,8.35983738064003
8,clear,71.8,56.00000000000001,9.0,2012,November,Sunday,7.455876687491824
19,clear,110.7,75.0,13.0,2011,July,Tuesday,8.460199469896118
6,clear,83.6,88.0,20.0,2012,October,Thursday,7.586803535162581
14,cloudy,68.4,81.0,17.0,2012,February,Saturday,7.980707820869669
0,clear,78.5,76.0,9.0,2011,April,Thursday,5.537334267018537
16,cloudy,87.0,51.0,30.0,2011,October,Thursday,7.958227192322312
23,light snow/rain,97.2,78.0,22.0,2012,May,Tuesday,6.630683385642372
5,clear,68.4,81.0,0.0,2011,December,Sunday,3.713572066704308
6,cloudy,90.4,88.0,6.0,2012,October,Friday,7.529406457837013
23,clear,103.9,47.0,6.0,2011,July,Friday,7.346655163176539
17,clear,76.9,40.0,13.0,2011,December,Tuesday,8.532475814947395
20,clear,100.5,78.0,7.0,2011,June,Friday,7.929846429742503
16,light snow/rain,92.1,94.0,26.0,2011,September,Tuesday,7.179307969504034
15,light snow/rain,81.9,82.0,26.0,2011,December,Tuesday,5.4680601411351315
12,clear,75.2,61.0,19.0,2012,November,Tuesday,7.806289289267033
8,cloudy,88.7,94.0,9.0,2012,March,Friday,9.026417533815254
7,clear,90.4,77.0,0.0,2012,September,Monday,8.745921121024347
15,clear,115.8,43.0,20.0,2011,July,Sunday,8.143807976771484
3,clear,66.7,52.0,7.0,2012,January,Friday,4.07753744390572
0,clear,88.7,59.0,19.0,2012,December,Wednesday,6.093569770045136
22,clear,107.3,62.0,11.0,2011,July,Saturday,7.790282380703483
23,light snow/rain,71.8,81.0,22.0,2011,October,Friday,6.137727054086234
10,cloudy,102.2,78.0,19.0,2012,June,Friday,7.764720544771477
8,cloudy,98.9,88.0,7.0,2012,October,Wednesday,9.24445190160495
8,cloudy,59.9,59.0,19.0,2011,January,Monday,7.779048644925556
7,cloudy,107.3,79.0,9.0,2011,June,Thursday,8.267705664762426
16,clear,102.2,31.0,7.0,2011,May,Tuesday,8.272570608424903
13,clear,105.6,79.0,6.0,2011,September,Friday,7.315218389752975
1,clear,73.5,93.0,7.0,2011,November,Tuesday,4.770684624465665
23,clear,73.5,81.0,6.0,2012,November,Friday,7.595889917718538
18,clear,100.5,47.0,24.0,2011,April,Thursday,8.798454696065095
2,cloudy,98.9,100.0,17.0,2011,September,Friday,4.584967478670572
19,clear,81.9,71.0,30.0,2012,March,Saturday,8.051659556841953
0,clear,88.7,55.00000000000001,15.0,2011,April,Tuesday,5.7430031878094825
1,clear,75.2,53.0,15.0,2011,February,Thursday,4.3694478524670215
16,cloudy,83.6,54.0,20.0,2012,January,Sunday,7.7752758464868625
3,clear,87.0,59.0,0.0,2012,May,Saturday,5.886104031450156
11,cloudy,71.8,45.0,11.0,2012,February,Tuesday,7.2633296174768365
21,clear,78.5,62.0,11.0,2011,February,Sunday,6.747586526829315
11,clear,105.6,42.0,17.0,2012,June,Friday,8.022568946988255
10,cloudy,95.5,88.0,13.0,2012,October,Friday,7.922261058353247
7,clear,80.2,71.0,19.0,2011,September,Friday,8.241703159729818
1,cloudy,90.4,100.0,7.0,2011,May,Sunday,6.375024819828097
16,clear,76.9,62.0,9.0,2011,December,Friday,8.042056410058754
10,cloudy,85.3,82.0,17.0,2011,October,Monday,7.242082359256962
9,clear,92.1,49.0,0.0,2012,May,Saturday,8.251403065380556
9,cloudy,68.4,100.0,0.0,2012,February,Friday,8.196436811235028
8,clear,54.9,57.99999999999999,11.0,2012,January,Monday,6.904750769961838
19,clear,95.5,73.0,9.0,2012,March,Tuesday,8.81936971001847
13,clear,114.1,63.0,11.0,2012,September,Wednesday,7.914252278742441
22,cloudy,107.3,79.0,13.0,2011,June,Wednesday,7.4821189235521155
5,clear,66.7,60.0,11.0,2012,March,Sunday,4.330733340286331
14,cloudy,102.2,74.0,13.0,2011,September,Wednesday,7.642044402873258
10,clear,100.5,65.0,13.0,2011,September,Thursday,7.318539548567902
3,light snow/rain,97.2,94.0,0.0,2011,September,Sunday,6.467698726104354
0,clear,85.3,88.0,13.0,2012,March,Sunday,7.114769448366463
16,clear,102.2,31.0,13.0,2012,May,Thursday,8.532081803909987
8,cloudy,92.1,73.0,20.0,2012,May,Tuesday,9.002454823050954
20,light snow/rain,98.9,83.0,17.0,2012,August,Saturday,7.917900586327916
11,cloudy,92.1,68.0,11.0,2011,April,Tuesday,6.715383386334681
9,cloudy,105.6,74.0,0.0,2012,August,Tuesday,8.504107951867582
18,cloudy,85.3,59.0,11.0,2011,March,Thursday,8.222553638396958
13,clear,93.8,56.00000000000001,20.0,2011,October,Tuesday,7.662937850461535
11,clear,107.3,57.99999999999999,6.0,2012,August,Wednesday,8.021584533455107
12,cloudy,71.8,52.0,15.0,2012,February,Tuesday,7.684783943522785
1,cloudy,85.3,88.0,7.0,2012,May,Thursday,5.54907608489522
6,cloudy,70.1,75.0,6.0,2012,February,Wednesday,7.1891677384203225
13,clear,102.2,54.0,15.0,2012,April,Saturday,8.80941494391005
9,clear,49.8,41.0,17.0,2011,January,Saturday,6.230481447578482
17,clear,88.7,72.0,6.0,2012,March,Sunday,8.42639282708974
23,clear,93.8,83.0,6.0,2012,March,Thursday,7.470224135899966
21,clear,71.8,45.0,9.0,2012,February,Sunday,6.945051063725834
23,light snow/rain,92.1,100.0,6.0,2011,April,Sunday,6.255750041753367
23,cloudy,71.8,56.00000000000001,11.0,2012,November,Sunday,6.424869023905388
15,clear,65.0,35.0,24.0,2011,January,Sunday,6.943122422819428
11,cloudy,110.7,55.00000000000001,6.0,2011,July,Monday,8.153061946801051
11,clear,105.6,61.0,11.0,2011,September,Tuesday,7.492760300922379
3,cloudy,97.2,94.0,6.0,2011,September,Thursday,4.844187086458591
14,clear,66.7,44.0,26.0,2012,January,Monday,7.703459047867175
6,clear,65.0,41.0,20.0,2011,March,Tuesday,6.436150368369428
11,clear,76.9,46.0,13.0,2012,February,Tuesday,7.3938782901077555
5,clear,90.4,48.0,26.0,2012,June,Tuesday,6.18826412308259
21,cloudy,83.6,94.0,0.0,2012,March,Friday,7.566828479208331
5,clear,83.6,77.0,11.0,2012,March,Monday,6.150602768446279
0,light snow/rain,54.9,68.0,26.0,2012,February,Sunday,5.627621113690637
15,clear,119.2,41.0,15.0,2012,July,Friday,8.217978203150732
8,clear,85.3,67.0,9.0,2012,October,Saturday,7.75833346749091
5,clear,63.3,47.0,13.0,2011,February,Wednesday,4.204692619390966
18,clear,98.9,51.0,22.0,2011,June,Tuesday,8.79497643168877
5,clear,63.3,80.0,9.0,2012,January,Wednesday,5.652489180268651
9,cloudy,100.5,83.0,15.0,2012,June,Friday,8.223627175805483
8,cloudy,68.4,56.00000000000001,15.0,2011,December,Saturday,6.6039438246004725
17,clear,93.8,64.0,19.0,2012,November,Monday,8.902863672196222
18,cloudy,80.2,82.0,20.0,2011,November,Tuesday,8.430545384690566
4,clear,83.6,72.0,0.0,2012,October,Saturday,5.198497031265826
20,clear,88.7,51.0,13.0,2011,April,Thursday,7.634820677745543
3,light snow/rain,78.5,94.0,9.0,2011,December,Friday,3.9512437185814275
13,cloudy,112.4,49.0,13.0,2012,August,Wednesday,8.101071503119543
9,clear,80.2,66.0,20.0,2011,December,Friday,7.599901959208498
1,clear,75.2,42.0,24.0,2012,February,Saturday,6.3473892096560105
10,clear,97.2,64.0,6.0,2012,June,Thursday,7.783224016336037
1,clear,109.0,66.0,6.0,2012,July,Thursday,5.673323267171493
5,cloudy,90.4,83.0,11.0,2012,March,Saturday,3.9889840465642745
17,light snow/rain,81.9,94.0,20.0,2011,November,Monday,7.891330757661889
18,light snow/rain,105.6,84.0,0.0,2011,August,Wednesday,8.716044050161402
8,clear,76.9,87.0,9.0,2011,October,Sunday,6.862757913051401
9,clear,105.6,74.0,0.0,2011,August,Friday,7.922623574217286
15,clear,98.9,41.0,15.0,2011,May,Monday,7.729735331385051
22,clear,76.9,71.0,11.0,2012,March,Friday,7.5251007461258
3,clear,102.2,89.0,9.0,2012,August,Tuesday,3.9512437185814275
23,clear,76.9,56.99999999999999,6.0,2012,October,Wednesday,7.146772179452637
15,clear,114.1,55.00000000000001,13.0,2012,July,Monday,8.069342366811636
2,clear,98.9,78.0,0.0,2012,August,Wednesday,5.214935757608986
17,cloudy,114.1,36.0,11.0,2012,July,Friday,9.213535262872702
17,clear,95.5,32.0,19.0,2011,October,Saturday,8.449342524508063
4,clear,102.2,89.0,6.0,2012,September,Monday,4.653960350157523
9,cloudy,88.7,55.00000000000001,7.0,2011,April,Monday,7.5883236773352225
17,clear,95.5,43.0,15.0,2012,October,Wednesday,9.373903755841548
15,clear,95.5,60.0,11.0,2011,November,Monday,7.518064181233078
5,cloudy,68.4,93.0,0.0,2012,December,Sunday,4.61512051684126
4,clear,59.9,86.0,9.0,2011,December,Monday,4.060443010546419
5,clear,100.5,89.0,6.0,2011,June,Friday,5.529429087511423
16,clear,83.6,51.0,26.0,2011,December,Saturday,7.707062655370473
19,clear,114.1,63.0,11.0,2012,August,Thursday,8.895492631451633
22,clear,88.7,59.0,19.0,2012,October,Monday,7.373374309910049
7,light snow/rain,93.8,88.0,13.0,2011,June,Monday,6.39024066706535
23,clear,109.0,45.0,6.0,2011,July,Wednesday,7.183870715062453
22,clear,87.0,72.0,17.0,2011,November,Sunday,6.655440350367647
23,clear,71.8,33.0,22.0,2012,January,Sunday,5.726847747587197
22,cloudy,73.5,87.0,11.0,2011,March,Tuesday,5.575949103146316
13,light snow/rain,65.0,93.0,22.0,2011,January,Wednesday,6.3818160174060985
0,clear,93.8,73.0,9.0,2011,August,Tuesday,5.673323267171493
10,cloudy,76.9,56.99999999999999,7.0,2012,March,Friday,7.663407664893479
21,clear,85.3,63.0,22.0,2011,September,Thursday,7.506591780070841
10,clear,105.6,74.0,9.0,2011,September,Sunday,7.993619994827744
4,light snow/rain,98.9,94.0,6.0,2011,September,Tuesday,4.330733340286331
20,clear,76.9,50.0,9.0,2012,February,Tuesday,7.909856667269403
8,clear,95.5,83.0,20.0,2011,April,Tuesday,8.637462023807181
3,clear,92.1,60.0,6.0,2012,June,Friday,4.584967478670572
12,clear,125.9,48.0,11.0,2011,July,Friday,7.226936018493289
21,clear,100.5,89.0,11.0,2012,September,Thursday,8.114922974204593
15,clear,93.8,21.0,20.0,2012,April,Tuesday,7.767687277186908
5,clear,59.9,80.0,0.0,2011,December,Monday,5.616771097666572
18,clear,119.2,36.0,17.0,2012,August,Friday,8.791029857045965
4,clear,93.8,88.0,0.0,2012,August,Tuesday,4.04305126783455
8,light snow/rain,88.7,88.0,19.0,2012,January,Friday,7.9269635448629785
7,clear,58.2,50.0,22.0,2011,February,Thursday,7.025538314638521
11,clear,85.3,40.0,28.0,2011,November,Sunday,8.06777619577889
18,clear,78.5,40.0,24.0,2011,March,Sunday,7.427144133408616
7,cloudy,71.8,70.0,9.0,2012,February,Thursday,8.221747728346623
5,cloudy,59.9,74.0,9.0,2011,March,Friday,4.465908118654584
8,cloudy,105.6,70.0,11.0,2012,August,Tuesday,9.095826985187422
13,clear,81.9,50.0,13.0,2012,December,Wednesday,7.85979918056211
4,clear,66.7,81.0,6.0,2012,February,Saturday,4.276666119016055
16,clear,95.5,56.00000000000001,22.0,2011,October,Tuesday,8.241966560231802
20,clear,102.2,74.0,13.0,2011,September,Tuesday,8.116715624819111
22,clear,66.7,44.0,17.0,2012,November,Saturday,6.85751406254539
9,clear,80.2,62.0,17.0,2011,March,Thursday,7.727094484779841
7,clear,56.6,42.0,28.0,2011,March,Thursday,7.273786317844895
13,light snow/rain,80.2,50.0,0.0,2012,March,Friday,7.9672801789422
19,cloudy,109.0,51.0,7.0,2011,June,Saturday,8.199189359078067
21,clear,103.9,56.99999999999999,7.0,2012,May,Wednesday,8.216358332386156
10,clear,92.1,45.0,30.0,2011,October,Saturday,8.159946655578548
12,cloudy,88.7,88.0,11.0,2012,January,Friday,7.692569648067906
23,cloudy,102.2,78.0,0.0,2012,October,Wednesday,7.912056888179006
13,cloudy,83.6,44.0,15.0,2011,October,Monday,7.512071245835466
